Player ID,Game Session ID,Score,Items Collected,Enemies Defeated,Timestamp
,490-97-7736,6,47,83,2023-09-29 23:20:56
755-89-1702,439-36-5676,61,8,19,2023-10-03 06:34:36
346-91-7550,235-26-7750,30,17,99,2023-09-25 13:37:04
190-24-8106,236-87-1768,3,33,46,2023-10-02 12:41:25
571-78-5111,069-64-6805,67,2,42,2023-09-29 18:27:52
658-56-2491,361-98-2873,16,26,7,2023-09-26 04:44:52
744-85-1287,119-90-2927,6,11,22,2023-09-27 11:42:32
747-81-4111,873-22-4990,51,38,14,2023-10-01 19:38:54
394-77-1194,710-46-9951,69,82,20,2023-10-02 06:29:18
603-97-5649,582-66-5177,29,25,87,2023-09-26 08:54:12
320-70-0818,297-57-5415,76,37,38,2023-09-25 18:51:51
463-05-8748,398-72-9678,10,60,23,2023-09-25 05:35:17
196-76-9955,738-95-5638,21,10,25,2023-09-29 09:11:12
859-17-1797,732-61-6130,73,16,7,2023-10-02 11:54:49
721-97-1564,035-96-2497,55,0,38,2023-09-25 04:11:07
711-20-1918,537-05-6419,54,55,40,2023-10-03 04:01:17
517-51-5326,576-75-2959,32,22,35,2023-10-01 22:03:56
,632-83-8392,77,5,68,2023-09-27 08:53:55
050-73-6295,565-23-1444,71,43,1,2023-10-02 08:20:50
861-85-5904,319-94-7370,68,38,33,2023-09-27 07:12:58
723-52-9059,504-46-8517,97,42,92,2023-09-23 15:55:31
072-58-7489,354-60-8287,98,48,38,2023-09-26 11:35:00
,450-93-5150,95,10,23,2023-09-26 09:37:45
138-68-1517,406-24-8400,44,26,87,2023-09-30 20:09:45
063-19-0210,130-23-2037,6,54,31,2023-10-01 19:16:15
798-46-6536,606-92-8980,82,3,63,2023-10-01 10:07:20
430-21-2916,053-04-5691,49,39,19,2023-09-24 00:16:18
095-10-3353,359-41-9864,91,39,14,2023-09-26 19:15:36
528-59-1408,721-12-7569,68,33,66,2023-09-27 23:35:55
098-68-5570,618-83-4872,41,37,7,2023-10-03 07:02:45
557-58-0468,020-17-0647,54,4,45,2023-09-26 09:31:11
223-65-5638,124-17-4324,71,35,45,2023-10-01 12:09:55
057-38-1567,226-32-9913,99,18,99,2023-10-02 20:48:03
504-01-8635,305-93-2429,10,18,45,2023-10-01 05:40:17
009-89-7654,709-62-4945,51,11,40,2023-09-27 15:43:40
600-55-2330,750-66-2455,15,28,75,2023-09-30 10:52:14
058-56-9789,247-85-8804,99,37,82,2023-10-02 03:09:57
147-79-7281,242-02-2585,72,12,35,2023-09-30 06:35:21
224-83-5362,309-22-4859,99,28,71,2023-09-23 20:25:09
865-48-4127,399-76-2043,78,34,23,2023-09-30 18:37:59
236-86-2684,577-09-4423,47,48,48,2023-10-01 08:16:48
789-24-1103,449-46-2943,10,4,96,2023-09-26 19:32:31
484-01-7309,727-23-9409,39,38,42,2023-09-30 15:09:43
624-43-0301,713-42-3356,28,7,86,2023-09-27 19:04:50
691-75-7905,653-83-2986,89,18,17,2023-10-02 05:15:11
215-73-1116,146-25-0561,0,92,65,2023-09-25 10:59:12
451-33-8022,194-25-7281,33,39,25,2023-09-27 01:43:58
207-02-3739,707-42-5064,57,11,70,2023-09-23 12:13:34
587-28-7356,063-29-6881,32,36,53,2023-09-25 10:01:12
798-50-1515,722-13-6784,-76,45,78,2023-09-26 11:16:39
262-22-9274,878-67-5767,-2,47,79,2023-09-23 21:30:30
263-30-3998,249-33-6143,54,21,77,2023-10-01 00:16:19
680-63-9884,275-71-3214,70,15,1,2023-09-24 14:40:16
140-37-3307,707-62-9700,59,6,79,2023-09-27 12:56:40
,832-24-9318,21,47,79,2023-09-25 12:53:17
,468-24-5693,70,57,13,2023-10-02 16:03:36
804-90-8173,377-45-8478,67,21,13,2023-10-02 14:00:18
589-30-8957,187-37-0496,93,25,80,2023-09-30 21:14:01
776-78-0532,540-79-0016,90,26,9,2023-09-29 08:50:24
615-40-7650,304-83-5636,62,9,92,2023-09-30 01:45:53
328-98-5780,875-49-1521,33,13,66,2023-10-02 19:29:53
314-19-3912,521-15-4596,-34,44,91,2023-09-29 11:34:13
022-55-5849,399-95-4862,44,37,48,2023-09-27 08:29:47
542-94-8719,343-64-4099,22,40,99,2023-10-02 20:42:44
606-76-1493,387-40-3829,62,46,32,2023-10-03 02:11:15
847-69-0603,021-16-0967,28,37,98,2023-09-24 07:46:44
291-64-5191,136-77-2745,48,56,7,2023-10-01 11:48:20
664-92-4130,384-06-1413,87,7,50,2023-09-29 07:56:11
812-54-1530,073-30-8523,58,76,44,2023-09-28 13:20:15
169-93-2222,811-49-1201,22,29,90,2023-09-25 15:39:28
,659-41-4723,84,38,15,2023-10-01 11:03:17
398-89-4212,307-26-1573,72,45,65,2023-09-29 07:15:47
737-02-8594,110-17-5413,26,17,13,2023-09-26 03:17:21
432-78-1899,752-93-1129,16,12,65,2023-09-24 23:01:40
318-59-2230,350-78-9708,-82,35,46,2023-09-23 21:04:23
327-97-2860,426-21-6787,97,29,27,2023-09-28 10:17:31
631-28-8844,799-65-3364,27,49,57,2023-09-27 21:39:42
,037-16-8574,61,26,70,2023-09-24 12:02:34
790-36-0346,121-46-5551,51,33,24,2023-09-26 22:04:20
175-57-5052,408-43-2271,51,40,61,2023-09-28 20:56:15
717-26-6791,118-04-3081,14,27,68,2023-09-24 00:37:12
346-85-7814,345-46-2045,53,1,75,2023-10-02 20:32:26
155-56-9331,844-45-8046,-37,41,8,2023-09-24 22:26:25
071-12-7767,497-16-9915,23,65,74,2023-09-27 10:53:20
774-88-5613,307-85-4222,42,21,58,2023-10-03 00:12:31
597-69-5798,733-14-7947,77,94,36,2023-09-25 19:38:57
024-81-4087,054-81-2706,42,82,90,2023-10-03 02:17:05
067-25-3975,462-70-2334,43,30,91,2023-09-27 10:05:16
,562-13-5825,25,4,81,2023-10-01 03:56:17
,310-91-8350,70,76,92,2023-09-23 22:51:57
767-60-4994,499-05-3169,75,28,29,2023-09-28 04:18:20
567-49-2610,631-31-0487,93,47,56,2023-09-27 07:41:20
086-10-8937,725-85-0104,4,36,43,2023-10-03 02:25:50
731-69-7430,315-92-1527,59,27,14,2023-09-24 15:29:15
,339-79-4418,78,37,5,2023-09-30 04:38:36
,616-32-4540,20,7,47,2023-09-30 12:01:39
805-68-8330,403-95-4127,-91,43,34,2023-09-26 16:20:02
133-93-1942,234-61-2687,71,35,92,2023-09-25 03:03:14
444-28-3022,706-22-6928,10,14,89,2023-10-01 20:56:54
777-18-3284,430-77-0822,78,30,38,2023-09-23 14:03:29
675-60-5892,006-84-5287,39,8,5,2023-09-28 15:11:30
842-28-9939,873-40-6860,76,44,61,2023-09-29 13:07:24
716-10-6952,554-48-1270,82,17,17,2023-09-24 17:48:27
504-12-9200,264-66-3762,-24,37,4,2023-09-29 02:47:45
647-09-3431,162-27-9725,48,20,19,2023-09-24 04:35:28
316-66-1514,114-33-6593,76,12,33,2023-09-29 23:31:25
096-17-6856,343-90-0853,98,9,43,2023-09-24 18:56:44
,640-78-5397,-34,35,86,2023-09-27 03:34:40
224-46-2650,304-18-6980,39,7,78,2023-09-27 23:38:24
746-29-3020,381-70-2890,99,1,95,2023-09-26 01:55:03
218-69-6222,715-76-0649,82,3,1,2023-09-30 04:45:01
768-62-2124,402-67-6738,93,43,78,2023-09-24 03:06:49
837-51-1323,343-37-5456,94,38,0,2023-09-30 22:30:36
,187-50-5789,86,2,20,2023-09-29 03:38:09
507-81-4499,805-57-6160,45,90,7,2023-09-23 15:16:45
873-09-5922,473-25-9877,19,21,41,2023-09-28 17:18:52
245-63-0394,760-28-4932,72,35,76,2023-09-26 12:50:20
594-41-9979,161-81-1555,84,4,17,2023-09-24 01:11:01
002-61-4511,655-14-7418,88,38,24,2023-09-24 00:53:39
204-19-0968,593-61-4831,95,18,84,2023-09-29 02:54:57
,691-04-1174,46,3,8,2023-09-27 20:18:39
279-09-3568,752-69-7729,48,0,96,2023-09-30 20:46:23
677-16-3452,008-04-2155,97,10,12,2023-09-25 14:19:11
,631-94-6220,-47,37,5,2023-09-26 15:01:27
836-10-3964,407-56-0153,97,11,8,2023-10-03 00:23:12
451-42-8986,773-39-9445,97,90,92,2023-09-26 19:47:06
417-55-3244,610-48-4932,45,42,57,2023-09-26 11:13:19
576-98-8939,728-75-0547,-53,6,69,2023-09-29 18:48:15
139-03-2456,428-05-5085,46,15,20,2023-09-30 19:41:51
580-93-5588,399-56-5227,75,37,16,2023-10-02 12:32:57
012-15-2109,798-30-1537,11,21,58,2023-10-02 10:52:57
099-87-9935,509-87-6157,67,26,4,2023-10-03 00:13:24
669-08-7569,154-92-3257,21,32,8,2023-09-26 21:37:14
658-24-9739,151-18-2416,56,48,28,2023-09-30 03:52:25
294-05-0144,229-69-8544,-23,5,22,2023-09-28 13:30:42
125-43-2820,546-23-4415,64,49,98,2023-09-30 23:30:01
812-26-3816,129-64-2424,96,7,45,2023-09-30 21:08:42
148-40-7960,546-38-9314,8,23,21,2023-09-27 00:12:42
490-06-4728,072-83-1407,77,4,8,2023-10-02 21:46:54
,849-44-8347,29,4,70,2023-10-01 21:22:56
251-21-7892,137-69-1917,74,13,76,2023-09-30 07:19:42
311-77-2033,056-91-0106,86,3,99,2023-09-25 02:46:07
703-17-8626,840-95-9910,-72,17,84,2023-09-28 06:30:13
,335-24-7905,50,2,1,2023-09-26 08:08:14
